case_history_id,occurrence_id,site_key,site_id,number,street,source_location,street_nodir,parcel_id,address,match_method,Index
bza-71-22-235ad6936d,2023-03-20:71-22:1,4535:MICHIGAN,site-859a977adc34,4535,MICHIGAN,"4527, 4535 & 4545 Michigan between 28th and 29th in a M4 (Intensive Industrial District)-City Council District #6",MICHIGAN,14000689.001,4535 MICHIGAN AVE,exact,
bza-71-22-235ad6936d,2023-03-20:71-22:1,4545:MICHIGAN,site-009b71fb4c04,4545,MICHIGAN,"4527, 4535 & 4545 Michigan between 28th and 29th in a M4 (Intensive Industrial District)-City Council District #6",MICHIGAN,14000689.002L,4545 MICHIGAN AVE,exact,
bza-08-23-aa01dd18f0,2023-03-27:08-23:1,20232:LIVERNOIS,site-94b62937c54d,20232,LIVERNOIS,20232 Livernois between 8 Mile Rd. and Chippewa in an B2 (Local Business and Residential District)-City Council District #2,LIVERNOIS,02004507-10,20232 LIVERNOIS,exact,
bza-09-23-2b90c325ff,2023-03-27:09-23:1,2229:LAMOTHE,site-0b26d5747127,2229,LAMOTHE,2229 Lamothe between 14th and LaSalle in an R1 (Single-Family Residential District)-City Council District #5,LAMOTHE,10001184.,2229 LAMOTHE,exact,
bza-11-23-100fdb0043,2023-05-01:11-23:1,3274:JUNCTION,site-681f0e12c13e,3274,JUNCTION,"3274 Junction, between St. Hedwig and Knonkel in a R2 (Two-Family Residential District.)-City Council #5",JUNCTION,16012953.,3274 JUNCTION,exact,
bza-13-23-fa2355c165,2023-05-01:13-23:1,21610:ORCHARD,site-56759ffd6ee0,21610,ORCHARD,"21652, 21636, 21624, 21610, 21604, 21566, 21556 Orchard & 21535 and 21525 Santa Clara between Lahser and Bentler in an R3 zone ( Low Density Residential District). City Council #1",ORCHARD,22014265-71,21610 ORCHARD,exact,
bza-13-23-fa2355c165,2023-05-01:13-23:1,21525:SANTA CLARA,site-7174aab053f2,21525,SANTA CLARA,"21652, 21636, 21624, 21610, 21604, 21566, 21556 Orchard & 21535 and 21525 Santa Clara between Lahser and Bentler in an R3 zone ( Low Density Residential District). City Council #1",SANTA CLARA,22014361-3,21525 SANTA CLARA,exact,
bza-17-23-eb9c5fba42,2023-05-15:17-23:1,1931:25TH,site-fe5fcf64968f,1931,25TH,"1931 & 1935 25TH Street, between Vernor and Toledo in a R2 zone (Two Family Residential District).",25TH,12009633-4,1931 25TH ST,exact,
bza-64-22-591273173f,2023-05-15:64-22:1,4505:LODEWYCK,site-694a6f30c48f,4505,LODEWYCK,"4505 Lodewyck, between Cornwall and Munich in a R1 (Single-Family Residential District)",LODEWYCK,21077544.,4505 LODEWYCK,exact,
bza-20-23-dab8c7b9c0,2023-05-22:20-23:1,1115:MILITARY,site-a9ea60565058,1115,MILITARY,"1115 MILITARY, between Army and E. Lafayette in an R2 District. Two Family Residential District.",MILITARY,16016453.,1115 MILITARY,exact,
bza-21-23-1b926e9998,2023-05-22:21-23:1,1537:TAYLOR,site-3c49fc76dd08,1537,TAYLOR,"1537, 1538 & 1557 Taylor, between Woodrow Wilson and Byron in an R3 Low Density Residential District.",TAYLOR,06002194-6,1537 TAYLOR,exact,
bza-22-23-4eb0024be7,2023-06-12:22-23:1,1815:CHURCH,site-3ec46e1842ad,1815,CHURCH,"1815 Church, between 11th St. and Rosa Parks Blvd. in an R2 Two-Family Residential District.",CHURCH,08000477.,1815 CHURCH,exact,
bza-23-23-d43e4e845a,2023-06-12:23-23:1,3400:MICHIGAN,site-2fc70cc0d7e1,3400,MICHIGAN,"3400 MICHIGAN, between Butternut and Risdon in an B4 District. General Business District.",MICHIGAN,12000375-6,3400 MICHIGAN AVE,exact,
bza-bseed-slu2023-00014-community-appeal-8b680b85f6,2023-06-12:BSEED SLU2023-00014 (COMMUNITY APPEAL):1,19347:MT ELLIOTT,site-4bec95a0f73d,19347,MT ELLIOTT,"19347 Mt. Elliott, between Emery and E. Lantz in an M2 Restricted Industrial District.",MT ELLIOTT,13009287-8,19347 MT ELLIOTT,exact,
bza-19-23-ed15514286,2023-06-26:19-23:1,13501:GRATIOT,site-9a07ff584f61,13501,GRATIOT,"13501 Gratiot, between Pelkey and E. McNichols in a B4 Zone - (General Business District)",GRATIOT,21029013.,13501 GRATIOT,exact,
bza-24-23-39f2ee37b3,2023-06-26:24-23:1,5238:AVERY,site-8a900b7ed294,5238,AVERY,5214-5238 Avery and 1632 Merrick between Merrick and Edsel Ford Fwy Service Drive in a B4 Zone - (General Business District),AVERY,08007046.001,5238 AVERY,exact,
bza-bseed-slu2022-00181-f4fb048e7f,2023-06-26:BSEED SLU2022-00181:1,6401:E SEVEN MILE,site-4250ee61aef6,6401,E SEVEN MILE,"6401 E. Seven Mile, between Filer and Giradin in a M4 Restricted Industrial District.",SEVEN MILE,15004949.,6401 E SEVEN MILE,exact,
bza-27-23-9c40617de8,2023-07-17:27-23:1,3222:PURITAN,site-3169d39b7c23,3222,PURITAN,"3222 Puritan, between Fairfield and Muirland in a B2 Zone - (Local Business and Residential District)",PURITAN,12005535.,3222 PURITAN,exact,
bza-25-23-d87a52a78b,2023-07-24:25-23:1,16621:W WARREN,site-06ba59bf0f7d,16621,W WARREN,"16621 W Warren Ave., between Abington and Grandmount in a B4 Zone - (General Business District)",WARREN,22000176.,16621 W WARREN,exact,
bza-28-23-32856cc88a,2023-07-24:28-23:1,6821:ARCHDALE,site-6502d58af70b,6821,ARCHDALE,"6821 Archdale, between W. Warren and Whitlock in a R1 zone. Single Family Residential District)-City Council District #7",ARCHDALE,22072194.,6821 ARCHDALE,exact,
bza-36-23-eb4390b021,2023-08-14:36-23:1,5636:PLUMER,site-38f94f960cdc,5636,PLUMER,"5630-36 PLUMER, between Junction and McKinstry in an R3 Low Density Residential District.",PLUMER,16001215-6,5636 PLUMER,exact,
bza-39-23-9f515fc65e,2023-08-14:39-23:1,1452:W ALEXANDRINE,site-bc942cf2a510,1452,W ALEXANDRINE,"1452 W. ALEXANDRINE, between Trumbull and Lincoln St. in an R3-H District Low Density Residential Historic District.",ALEXANDRINE,06005931.,1452 W ALEXANDRINE,exact,
bza-bseedslu2023-00014-500488c05f,2023-08-14:BSEEDSLU2023-00014:1,19347:MT ELLIOTT,site-4bec95a0f73d,19347,MT ELLIOTT,"19347 Mt. Elliott, between Emery and E. Lantz in an M2 Restricted Industrial District.",MT ELLIOTT,13009287-8,19347 MT ELLIOTT,exact,
bza-29-23-1e6ae3ddb9,2023-08-21:29-23:1,202:SMITH,site-f4cf1d14a7ef,202,SMITH,"202 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002184-209,202 SMITH,exact,
bza-30-23-0932bf1f77,2023-08-21:30-23:1,309:E BETHUNE,site-6c3c309834ab,309,E BETHUNE,"309, 313, 319 & 331 E Bethune, between John R and Brush in an R3 District. Low Density Residential District.",BETHUNE,01002145.,309 E BETHUNE,exact,
bza-30-23-0932bf1f77,2023-08-21:30-23:1,313:E BETHUNE,site-97cfe3915bab,313,E BETHUNE,"309, 313, 319 & 331 E Bethune, between John R and Brush in an R3 District. Low Density Residential District.",BETHUNE,01002146.,313 E BETHUNE,exact,
bza-30-23-0932bf1f77,2023-08-21:30-23:1,319:E BETHUNE,site-a0cc1c6eda19,319,E BETHUNE,"309, 313, 319 & 331 E Bethune, between John R and Brush in an R3 District. Low Density Residential District.",BETHUNE,01002147.,319 E BETHUNE,exact,
bza-30-23-0932bf1f77,2023-08-21:30-23:1,331:E BETHUNE,site-8266085ebab0,331,E BETHUNE,"309, 313, 319 & 331 E Bethune, between John R and Brush in an R3 District. Low Density Residential District.",BETHUNE,01002148.,331 E BETHUNE,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,299:SMITH,site-6aa37edac0bb,299,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002225.001,299 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,303:SMITH,site-08683022e392,303,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002225.002L,303 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,307:SMITH,site-3ec13dcb02d3,307,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002226.,307 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,313:SMITH,site-9a26f761a388,313,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002227.,313 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,319:SMITH,site-d2c24adca192,319,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002228.,319 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,325:SMITH,site-363cc0036f13,325,SMITH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",SMITH,01002229.,325 SMITH,exact,
bza-31-23-4dc13ed6eb,2023-08-21:31-23:1,7719:BRUSH,site-07ad300b0999,7719,BRUSH,"299, 303, 307, 313, 319, & 325 Smith and 7719 Brush, between Brush and John R. in an R3 zone (Low Density-Family Residential District). City Council District #5",BRUSH,01002230.,7719 BRUSH,exact,
bza-32-23-5510e7b99d,2023-08-21:32-23:1,404:CHANDLER,site-e3eba6828380,404,CHANDLER,"404-410 Chandler, between Brush and John R in an R3 Low Density Residential District",CHANDLER,01002246.,404 CHANDLER,exact,
bza-32-23-5510e7b99d,2023-08-21:32-23:1,410:CHANDLER,site-1520546a7682,410,CHANDLER,"404-410 Chandler, between Brush and John R in an R3 Low Density Residential District",CHANDLER,01002245.,410 CHANDLER,exact,
bza-33-23-9df1fa2044,2023-08-21:33-23:1,203:SMITH,site-7ad3a1126cb4,203,SMITH,"203, 259, 267, 271, 277 Smith, between Brush and John R in an R3 Low Density Residential District",SMITH,01002210-22,203 SMITH,exact,
bza-34-23-b9a318fe90,2023-08-21:34-23:1,501:E BETHUNE,site-940788c6c7fb,501,E BETHUNE,"501, 511, 519, 525, 529, 535, 545, 555, & 561 E. Bethune, between John R and Brush in an R3 District. Low Density Residential District.",BETHUNE,03001900-7,501 E BETHUNE,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,282:SMITH,site-9af50125c52d,282,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002175.,282 SMITH,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,290:SMITH,site-c10cb4a9ecf8,290,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002174.,290 SMITH,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,296:SMITH,site-711b2795398b,296,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002173.,296 SMITH,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,302:SMITH,site-09de9817ed8c,302,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002172.,302 SMITH,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,306:SMITH,site-d48e2ec2fc7d,306,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002171.,306 SMITH,exact,
bza-35-23-80eeb47028,2023-08-21:35-23:1,312:SMITH,site-6d7f9119378a,312,SMITH,"282, 290, 296, 302, 306, 312 Smith, between John R and Brush in an R3 District. Low Density Residential District.",SMITH,01002170.,312 SMITH,exact,
bza-bseedslu2023-00014-community-appeal-f0d68c60e5,2023-08-21:BSEEDSLU2023-00014 (COMMUNITY APPEAL):1,19347:MT ELLIOTT,site-4bec95a0f73d,19347,MT ELLIOTT,"19347 Mt. Elliott, between Emery and E. Lantz in an M2 Restricted Industrial District.",MT ELLIOTT,13009287-8,19347 MT ELLIOTT,exact,
bza-37-23-9ef40df08c,2023-08-28:37-23:1,7351:LYNDON,site-ffcc0f86ab2f,7351,LYNDON,"7351 LYNDON, between Prairie and Monica in a M4 Intensive Industrial District.",LYNDON,16005902.009,7351 LYNDON,exact,
bza-4-23-9c77a16125,2023-08-28:4-23:1,16000:PEMBROKE,site-fbdb322913f7,16000,PEMBROKE,"16000 Pembroke, between Prevost and Mansfield in a R1 Single-Family Residential District.",PEMBROKE,22057501.067,16000 PEMBROKE,exact,
bza-41-23-556360fc27,2023-08-28:41-23:1,6401:E SEVEN MILE,site-4250ee61aef6,6401,E SEVEN MILE,"6401 E. SEVEN MILE RD., between Filer and Sherwood in a M4 Intensive Industrial District.",SEVEN MILE,15004949.,6401 E SEVEN MILE,exact,
bza-38-23-2b956d227e,2023-09-11:38-23:1,11720:BRUSH,site-468a2cbf22eb,11720,BRUSH,11720 Brush between Woodward and Tennyson in R1 Zone (Single Family Residential District).,BRUSH,03002955.,11720 BRUSH,exact,
bza-40-23-012c2b298a,2023-09-11:40-23:1,8830:MARK TWAIN,site-5d02ac4cb0c1,8830,MARK TWAIN,"8830 MARK TWAIN, between Joy Rd. and Ellis in a M4 (Intensive Industrial District).",MARK TWAIN,22036520-2,8830 MARK TWAIN,exact,
bza-bseed-slu2023-00053-66b77370f6,2023-09-11:BSEED SLU2023-00053:1,1429:17TH,site-01e395e5f92f,1429,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007115-6,1429 17TH ST,exact,
bza-bseed-slu2023-00053-66b77370f6,2023-09-11:BSEED SLU2023-00053:1,1435:17TH,site-d8e7594e16f2,1435,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007114.,1435 17TH ST,exact,
bza-bseed-slu2023-00053-66b77370f6,2023-09-11:BSEED SLU2023-00053:1,1437:17TH,site-ae5dda0aeb1b,1437,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007113.,1437 17TH ST,exact,
bza-bseed-slu2023-00053-66b77370f6,2023-09-11:BSEED SLU2023-00053:1,1441:17TH,site-db0a85cade44,1441,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007112.,1441 17TH ST,exact,
bza-bseed-slu2023-00053-66b77370f6,2023-09-11:BSEED SLU2023-00053:1,1438:18TH,site-3b4020ba66cb,1438,18TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",18TH,10007162.,1438 18TH ST,exact,
bza-2-24-a52a3386d9,2024-01-29:2-24:1,17150:W MCNICHOLS,site-caff65037000,17150,W MCNICHOLS,"17150 W MCNICHOLS, between Ferguson and Oakfield in a B2 zone (Local Business and Residential District).",MCNICHOLS,22013886.,17150 W MCNICHOLS,exact,
bza-3-24-b561a47236,2024-01-29:3-24:1,949:CHICAGO,site-6c1bfb525111,949,CHICAGO,"949 Chicago, between Hamilton and 3rd in a R1 zone (Single Family Residential District).",CHICAGO,04002709.,949 CHICAGO,exact,
bza-4-24-1781607356,2024-02-12:4-24:1,648:TAYLOR,site-57e621a2050c,648,TAYLOR,"648 TAYLOR, between 2nd and 3rd in an R1 zone (Single Family Residential District).",TAYLOR,04002424.,648 TAYLOR,exact,
bza-5-24-129e13df5d,2024-02-12:5-24:1,5268:AVERY,site-338bc01efc17,5268,AVERY,"5268 Avery, between I-94 Service Drive and Merrick in a R2 zone (Two Family Residential District).",AVERY,08007054.,5268 AVERY,exact,
bza-56-23-c15a6bc544,2024-02-12:56-23:1,8009:E JEFFERSON,site-39334dd59bc6,8009,E JEFFERSON,"8005 aka 8009 E. Jefferson, between Van Dyke and Parker in a B4-H General Business District Historic",JEFFERSON,17000050.,8009 E JEFFERSON,exact,
bza-7-24-5ad1c5fa16,2024-02-19:7-24:1,3736:23RD,site-3c1073f6086e,3736,23RD,"3736 23rd Street, between Magnolia and Selden in a R2 zone (Two Family Residential District).",23RD,12008105.,3736 23RD ST,exact,
bza-8-24-a24c88c868,2024-02-19:8-24:1,12660:MANSFIELD,site-b336f9db2a7b,12660,MANSFIELD,"12621, 12625, 12627 Greenfield, 15775 Glendale, 16000 Fullerton and 12660 Mansfield, between Glendale and Fullerton in a M4 (Intensive Industrial District)",MANSFIELD,22057120.002,12660 MANSFIELD,exact,
bza-9-24-bb584396c6,2024-02-19:9-24:1,12244:MORANG,site-ecbede2ef865,12244,MORANG,"12244 MORANG, between Duchess and Laing in an B4 zone (General Business District).",MORANG,21076591-6,12244 MORANG,exact,
bza-10-24-4e76e64453,2024-03-11:10-24:1,2961:E MCNICHOLS,site-b15703750a4f,2961,E MCNICHOLS,"2961 E. McNICHOLS, between Reynolds and Mitchell in a M4 zone (Intensive Industrial District).",MCNICHOLS,09011086.000,2961 E MCNICHOLS,exact,
bza-13-24-797c117868,2024-03-11:13-24:1,3639:MAXWELL,site-8c24e8bb50c8,3639,MAXWELL,"3639 MAXWELL, between Mack and Sylvester in an R2 zone (Two Family Residential District).",MAXWELL,17008627.,3639 MAXWELL,exact,
bza-14-24-3f7d9a8551,2024-03-11:14-24:1,17761:MACK,site-c57533caa2de,17761,MACK,"17761 Mack Ave, between Parker and Van Dyke in a B4 (General Business District)",MACK,21001579.002L,17761 MACK,exact,
bza-4-22-321d323913,2024-03-11:4-22:1,4500:CADIEUX,site-a11d181a3f82,4500,CADIEUX,4500 Cadieux,CADIEUX,21074975.,4500 CADIEUX,exact,
bza-54-23-6eab1a3ade,2024-03-11:54-23:1,5730:E EIGHT MILE,site-ec2219c32aa8,5730,E EIGHT MILE,5730 E. 8 Mile Rd.,EIGHT MILE,13009087.003,5730 E EIGHT MILE,exact,
bza-65-33-781a0accb3,2024-03-11:65-33:1,6533:GLADYS,site-90ccd7296191,6533,GLADYS,6533 Gladys,GLADYS,18003015.,6533 GLADYS,exact,
bza-16-24-5938101fbe,2024-03-18:16-24:1,1038:CLAY,site-e2636f3af182,1038,CLAY,"1038 CLAY, between Melrose and Cameron in a B4 (General Business District).",CLAY,05002575-7,1038 CLAY,exact,
bza-17-24-ce52cb3966,2024-03-18:17-24:1,16225:E WARREN,site-36f9fc21848b,16225,E WARREN,"16225 E. WARREN, between Bedford and 3 Mile Rd. in a B4 (General Business District).",WARREN,21002873.,16225 E WARREN,exact,
bza-18-24-b7d9862137,2024-03-18:18-24:1,6615:GREENFIELD,site-4cc67b0324e0,6615,GREENFIELD,"6615 GREENFIELD, between Arthur and Radcliffe in a B4 (General Business District).",GREENFIELD,22051399-401,6615 GREENFIELD,exact,
bza-20-24-2cf05e2c11,2024-03-25:20-24:1,4210:E EIGHT MILE,site-b3eb42da715d,4210,E EIGHT MILE,"4210 E Eight Mile, between Dean and Sunset in an B4 General Business District",EIGHT MILE,13009118-27,4210 E EIGHT MILE,exact,
bza-21-24-b752b33f22,2024-03-25:21-24:1,4730:16TH,site-a1fdcf1ce590,4730,16TH,"4730 16th Street, between Hancock and W. Forest in a B4 Zone - (General Business District)",16TH,10006113.,4730 16TH ST,exact,
bza-12-24-a6fc69b387,2024-04-08:12-24:1,3702:E WARREN,site-061d40370a69,3702,E WARREN,"3702 E. WARREN, between Mt. Elliott and Ellery in a R2 Zone - (Two Family Residential District)",WARREN,13002690-1,3702 E WARREN,exact,
bza-22-24-5c0940c4c3,2024-04-08:22-24:1,18650:FORD,site-87d3ee0d876c,18650,FORD,"18650 FORD RD., between Brace and Greenview in an B4 General Business District",FORD,22080808-9,18650 FORD RD,exact,
bza-23-24-52267c8cf9,2024-04-08:23-24:1,6117:MARTIN,site-175a8a480c2c,6117,MARTIN,"6117 MARTIN, between Crowley and Kirkwood in an R2 Zone Two Family District",MARTIN,18011102.,6117 MARTIN,exact,
bza-24-24-ba03fb1f1d,2024-04-15:24-24:1,14916:CHATHAM,site-6ab467778178,14916,CHATHAM,"14916 Chatham, between Chalfonte and Eaton in a R1 Zone – (Single Family Residential District)",CHATHAM,22116895-6,14916 CHATHAM,exact,
bza-25-24-e30fbc8699,2024-04-15:25-24:1,13200:FENKELL,site-71710c54e494,13200,FENKELL,13200 Fenkell between Littlefield and Cheyenne in an B2 Zone - (Local Business and Residential District),FENKELL,22011519-21,13200 FENKELL,exact,
bza-26-24-8498a9e0ce,2024-05-13:26-24:1,20119:WISCONSIN,site-e47db1f10c79,20119,WISCONSIN,"20119 WISCONSIN, between Chippewa and Pembroke in an R3-H Zone (Low Density Residential District-Historic)",WISCONSIN,16035808.000,20119 WISCONSIN,exact,
bza-27-24-014e8967b0,2024-05-13:27-24:1,17155:SUNSET,site-1c6f4b8dd22b,17155,SUNSET,17125-55 Sunset between McNichols and Nancy in an R1 Zone (Single-Family Residential District),SUNSET,13019872-7,17155 SUNSET,exact,
bza-28-24-a82f3aaf57,2024-05-13:28-24:1,2200:LIVERNOIS,site-8bb15d0beb79,2200,LIVERNOIS,"2200 LIVERNOIS, between Toledo and Bivouac in an B4 Zone (General Business District)",LIVERNOIS,16017037.003L,2200 LIVERNOIS,exact,
bza-11-24-fe29e0d378,2024-05-20:11-24:1,8633:MICHIGAN,site-1304f6ea03ae,8633,MICHIGAN,"8633 MICHIGAN AVE, between Landale and Trenton in a B4 zone (General Business District).",MICHIGAN,20004563-73,8633 MICHIGAN AVE,exact,
bza-29-24-6d70f0b779,2024-05-20:29-24:1,9740:MCKINNEY,site-be800f61a7ff,9740,MCKINNEY,"9404 & 9740 McKinney, between Whittier and Courville in an R1 zone (Single Family Residential District).",MCKINNEY,21072609-20,9740 MCKINNEY,exact,
bza-31-24-5f6ef1ba25,2024-05-20:31-24:1,2929:CARPENTER,site-750205ea3a22,2929,CARPENTER,"2929 CARPENTER, between Mitchell and Jos. Campau in a B4 zone (General Business District).",CARPENTER,09005212-5,2929 CARPENTER,exact,
bza-32-24-9d20f69e4b,2024-05-20:32-24:1,12835:CONANT,site-3f6783744501,12835,CONANT,"12835 CONANT, between Halleck and Lawley in a B4 zone (General Business District).",CONANT,09008847-9,12835 CONANT,exact,
bza-33-24-f8b434d5ad,2024-06-10:33-24:1,2012:WABASH,site-0a32531a4a68,2012,WABASH,"2012 WABASH, between Dalzelle and Marantette in a R2 zone (Two Family Residential District).",WABASH,08008718.001,2012 WABASH,exact,
bza-35-24-7b8306b2c9,2024-06-17:35-24:1,6338:LAMBERT,site-4650a9d41748,6338,LAMBERT,"6338 LAMBERT, between Edsel Ford Service Drive and Holborn in a M4 zone (Intensive Industrial District).",LAMBERT,15000680-2,6338 LAMBERT,exact,
bza-36-24-25e89f7eb8,2024-06-17:36-24:1,12010:GREENFIELD,site-6da5881d7c77,12010,GREENFIELD,12010 Greenfield between Plymouth and Wadsworth in a B4 General Business District.,GREENFIELD,22049833-6,12010 GREENFIELD,exact,
bza-39-24-fc8328dfcb,2024-06-24:39-24:1,2660:W FORT,site-436284ea05d0,2660,W FORT,"2600-2660 W. Fort, between W. Lafayette and Fort in an R2 Two Family District",FORT,10000050.000,2660 W FORT,exact,
bza-40-24-8e2b4f04b1,2024-07-08:40-24:1,19416:LIVERNOIS,site-63c0889d93c3,19416,LIVERNOIS,"19416 LIVERNOIS, between Santa Clara and Santa Maria in a B2 zone (Local Business and Residential District).",LIVERNOIS,02004431.003L,19416 LIVERNOIS,exact,
bza-41-24-ea692df8b1,2024-07-08:41-24:1,9026:WOODWARD,site-a9a0031d4f5b,9026,WOODWARD,"9026 WOODWARD, between Owen Josephine in a R5 zone (Medium Density Residential District).",WOODWARD,01004340.,9026 WOODWARD AVE,exact,
bza-37-24-f961ca02ca,2024-07-15:37-24:1,2535:TOWNSEND,site-d22bb22898fd,2535,TOWNSEND,"2535 TOWNSEND, between Charlevoix and E. Vernor Hwy in a R2 zone (Two Family Residential District).",TOWNSEND,17012453.,2535 TOWNSEND,exact,
bza-42-24-3db62ad7f6,2024-07-15:42-24:1,8811:GREENFIELD,site-9a893906b91e,8811,GREENFIELD,"8811 GREENFIELD, between Ellis and Joy Rd in a R2 zone (Two Family Residential District).",GREENFIELD,22003044.003,8811 GREENFIELD,exact,
bza-44-24-a72911911c,2024-07-15:44-24:1,650:GLADSTONE,site-3ad5aafb9197,650,GLADSTONE,"652 AKA 650 GLADSTONE, between 2nd and 3rd in a R5 zone (Medium Density Residential District).",GLADSTONE,04002288.,650 GLADSTONE,exact,
bza-47-24-192327b733,2024-07-15:47-24:1,14901:KERCHEVAL,site-7f54284f2cad,14901,KERCHEVAL,"14901, 14911 & 14925 Kercheval between Alter and Wayburn in a B4 General Business District.",KERCHEVAL,21000849-51,14901 KERCHEVAL,exact,
bza-38-24-5cdec3b56e,2024-07-22:38-24:1,1777:RADEMACHER,site-9f6c2966b38e,1777,RADEMACHER,"1777 Rademacher, between Desmond and Cadet in an M4 Intensive Industrial District",RADEMACHER,18008161.006,1777 RADEMACHER,exact,
bza-45-24-0ac7b21e08,2024-07-22:45-24:1,6480:E EIGHT MILE,site-0992baa89e08,6480,E EIGHT MILE,"6480 E. EIGHT MILE RD., between Mt. Elliott and Sherwood in an M4 zone (Intensive Industrial District).",EIGHT MILE,15005121.004,6480 E EIGHT MILE,exact,
bza-45-24-0ac7b21e08,2024-07-22:45-24:1,6480:E EIGHT MILE,site-0992baa89e08,6480,E EIGHT MILE,"6480 E. EIGHT MILE RD., between Mt. Elliott and Sherwood in an M4 zone (Intensive Industrial District).",EIGHT MILE,15005121.005L,6480 E EIGHT MILE,exact,
bza-46-24-04961161fb,2024-07-22:46-24:1,4190:BELLEVUE,site-124bbc36a19c,4190,BELLEVUE,"4190 & 4194 BELLEVUE, between E. Canfield and Stuart in an M3 zone (General Industrial District).",BELLEVUE,15013180-9,4190 BELLEVUE,exact,
bza-46-24-04961161fb,2024-07-22:46-24:1,4194:BELLEVUE,site-9b0c493864b0,4194,BELLEVUE,"4190 & 4194 BELLEVUE, between E. Canfield and Stuart in an M3 zone (General Industrial District).",BELLEVUE,15013190.,4194 BELLEVUE,exact,
bza-48-24-4a6b166e25,2024-08-12:48-24:1,440:MARTIN LUTHER KING,site-e97254c9cf34,440,MARTIN LUTHER KING,"440 Martin Luther King between Cass and Second in an SD2 Special Development District, Mixed-Use.",MARTIN LUTHER KING,02000737.,440 MARTIN LUTHER KING JR BLVD,exact,
bza-51-24-646801293c,2024-08-12:51-24:1,12900:LYNDON,site-42051db2c3cb,12900,LYNDON,"12900 & 12950 LYNDON, between Littlefield and Steel in an M4 Intensive Industrial District",LYNDON,22020437.,12900 LYNDON,exact,
bza-51-24-646801293c,2024-08-12:51-24:1,12950:LYNDON,site-c07f6e55eee7,12950,LYNDON,"12900 & 12950 LYNDON, between Littlefield and Steel in an M4 Intensive Industrial District",LYNDON,22020436.,12950 LYNDON,exact,
bza-53-24-56e59115b1,2024-08-19:53-24:1,2728:ROSA PARKS,site-613b852b0cb0,2728,ROSA PARKS,"2728-38 ROSA PARKS BLVD, between Spruce and Perry in an SD2 Zone Special Development District Mixed Use",ROSA PARKS,08007462.,2728 ROSA PARKS BLVD,exact,
