occurrence_id,case_history_id,case_number,meeting_date,decision_status,decision,decision_basis,source_file
2025-03-24:82-24:1,bza-82-24-c4233e3f2a,82-24,2025-03-24,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-24_bza_minutes.pdf
2025-03-24:84-24:1,bza-84-24-6f5548ffcb,84-24,2025-03-24,postponed,"ADJOURNED TO APRIL 14, 2025",recorded_disposition,2025-03-24_bza_minutes.pdf
2025-03-24:BSEED SLU2024-00062:1,bza-bseed-slu2024-00062-b94c40c39e,BSEED SLU2024-00062,2025-03-24,decided,"BSEED DECISION REVERSED, USE DENIED",recorded_disposition,2025-03-24_bza_minutes.pdf
2025-04-14:3-25:1,bza-3-25-36721a5eeb,3-25,2025-04-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-04-14_bza_minutes.pdf
2025-04-14:5-25:1,bza-5-25-489295d35a,5-25,2025-04-14,decided,DIMENSIONAL VARIANCE DENIED,recorded_disposition,2025-04-14_bza_minutes.pdf
2025-04-14:7-25:1,bza-7-25-6f5b94d140,7-25,2025-04-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-04-14_bza_minutes.pdf
2025-04-14:84-24:1,bza-84-24-6f5548ffcb,84-24,2025-04-14,decided,DIMENSIONAL VARIANCE GRANTED,inferred_from_motion_and_vote,2025-04-14_bza_minutes.pdf
2025-04-14:9-25:1,bza-9-25-8fbe580481,9-25,2025-04-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-04-14_bza_minutes.pdf
2025-04-21:43-24:1,bza-43-24-4bc5821238,43-24,2025-04-21,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2025-04-21_bza_minutes.pdf
2025-05-12:10-25:1,bza-10-25-d76fac624f,10-25,2025-05-12,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2025-05-12_bza_minutes.pdf
2025-05-12:61-18:1,bza-61-18-2008f817ed,61-18,2025-05-12,postponed,"ADJOURNED TO MAY 19, 2025 AT END OF THE DOCKET",recorded_disposition,2025-05-12_bza_minutes.pdf
2025-05-19:11-25:1,bza-11-25-9414020318,11-25,2025-05-19,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2025-05-19_bza_minutes.pdf
2025-05-19:61-18:1,bza-61-18-2008f817ed,61-18,2025-05-19,decided,HARDSHIP RELIEF PETITION DENIED,recorded_disposition,2025-05-19_bza_minutes.pdf
2025-05-19:63-24:1,bza-63-24-ee881c1b59,63-24,2025-05-19,decided,HARDSHIP RELIEF PETITION GRANTED,recorded_disposition,2025-05-19_bza_minutes.pdf
2025-06-09:6-25:1,bza-6-25-1d092416b3,6-25,2025-06-09,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2025-06-09_bza_minutes.pdf
2025-06-09:78-24:1,bza-78-24-65be9f6b24,78-24,2025-06-09,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2025-06-09_bza_minutes.pdf
2025-06-09:BSEED SLU2024-00101:1,bza-bseed-slu2024-00101-0b090eb0d2,BSEED SLU2024-00101,2025-06-09,dismissed,DISMISSED,recorded_disposition,2025-06-09_bza_minutes.pdf
2025-06-16:12-25:1,bza-12-25-67c0867482,12-25,2025-06-16,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-06-16_bza_minutes.pdf
2025-06-16:59-24:1,bza-59-24-7f6f8d4dde,59-24,2025-06-16,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-06-16_bza_minutes.pdf
2025-06-23:76-24:1,bza-76-24-6ee5d23546,76-24,2025-06-23,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-06-23_bza_minutes.pdf
2025-06-23:BZA SLU2024-00172:1,bza-bza-slu2024-00172-c17cdfcf89,BZA SLU2024-00172,2025-06-23,decided,"AGGREIVED STANDARD NOT MET, CASE DENIED",recorded_disposition,2025-06-23_bza_minutes.pdf
2025-07-14:13-25:1,bza-13-25-2c39937285,13-25,2025-07-14,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2025-07-14_bza_minutes.pdf
2025-07-14:14-25:1,bza-14-25-61fbd5eb1b,14-25,2025-07-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-07-14_bza_minutes.pdf
2025-07-14:15-25:1,bza-15-25-aa055fbabb,15-25,2025-07-14,decided,PARKING VARIANCE GRANTED,recorded_disposition,2025-07-14_bza_minutes.pdf
2025-07-14:70-24:1,bza-70-24-782fb1ee01,70-24,2025-07-14,dismissed,CASE DISMISSED,recorded_disposition,2025-07-14_bza_minutes.pdf
2025-07-21:5-25:1,bza-5-25-489295d35a,5-25,2025-07-21,decided,PARKING VARIANCE GRANTED,recorded_disposition,2025-07-21_bza_minutes.pdf
2025-07-21:BSEED SLU2023-00093:1,bza-bseed-slu2023-00093-1af72b8cea,BSEED SLU2023-00093,2025-07-21,decided,BSEED APPROVAL UPHELD,recorded_disposition,2025-07-21_bza_minutes.pdf
2025-07-28:16-25:1,bza-16-25-aaaaa5d0aa,16-25,2025-07-28,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-07-28_bza_minutes.pdf
2025-07-28:17-25:1,bza-17-25-97935d5a5c,17-25,2025-07-28,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-07-28_bza_minutes.pdf
2025-07-28:18-25:1,bza-18-25-cb4f866709,18-25,2025-07-28,decided,APPEAL DENIED DUE TO VOTE COUNT,recorded_disposition,2025-07-28_bza_minutes.pdf
2025-08-25:20-25:1,bza-20-25-6131a2cc71,20-25,2025-08-25,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2025-08-25_bza_minutes.pdf
2025-08-25:21-25:1,bza-21-25-dcb8d4f773,21-25,2025-08-25,dismissed,DISMISSED WITH RETURN OF FEE,recorded_disposition,2025-08-25_bza_minutes.pdf
2025-08-25:24-25:1,bza-24-25-67f735277c,24-25,2025-08-25,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-08-25_bza_minutes.pdf
2025-09-08:22-25:1,bza-22-25-831f730788,22-25,2025-09-08,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-09-08_bza_minutes.pdf
2025-09-08:26-25:1,bza-26-25-7703d8a4a4,26-25,2025-09-08,decided,LOCATIONAL VARIANCE GRANTED,recorded_disposition,2025-09-08_bza_minutes.pdf
2025-09-15:27-25:1,bza-27-25-b460cdbf7e,27-25,2025-09-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-09-15_bza_minutes.pdf
2025-09-15:28-25:1,bza-28-25-d2fb7bb161,28-25,2025-09-15,postponed,ADJOURNED,recorded_disposition,2025-09-15_bza_minutes.pdf
2025-09-29:29-25:1,bza-29-25-7515a970f7,29-25,2025-09-29,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-09-29_bza_minutes.pdf
2025-09-29:30-25:1,bza-30-25-701e35d3e8,30-25,2025-09-29,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-09-29_bza_minutes.pdf
2026-01-23:78-24:1,bza-78-24-65be9f6b24,78-24,2026-01-23,decided,HARDSHIP RELIEF PETITION DENIED DUE VOTE COUNT,recorded_disposition,2026-01-23_bza_minutes.pdf
2026-01-23:BZA2026-00009:1,bza-bza2026-00009-e187ef5c5d,BZA2026-00009,2026-01-23,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2026-01-23_bza_minutes.pdf
2026-01-23:BZA2026-00051:1,bza-bza2026-00051-ccc5f5dbb5,BZA2026-00051,2026-01-23,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2026-01-23_bza_minutes.pdf
2026-02-16:53-23:1,bza-53-23-cdc298d7fd,53-23,2026-02-16,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2026-02-16_bza_minutes.pdf
2026-02-16:54-23:1,bza-54-23-6eab1a3ade,54-23,2026-02-16,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2026-02-16_bza_minutes.pdf
2026-02-16:BZA2025-00044:1,bza-bza2025-00044-8af9060833,BZA2025-00044,2026-02-16,decided,DIMENSIONAL VARIANCES GRANTED PENDING LETTER OF AUTHORIZATION TO PRESENT BEFORE THE BOARD,recorded_disposition,2026-02-16_bza_minutes.pdf
2026-02-16:BZA2025-00045:1,bza-bza2025-00045-d453f7d2bf,BZA2025-00045,2026-02-16,decided,DIMENSIONAL VARIANCES GRANTED PENDING LETTER OF AUTHORIZATION TO PRESENT BEFORE THE BOARD,recorded_disposition,2026-02-16_bza_minutes.pdf
2026-02-16:BZA2025-00048:1,bza-bza2025-00048-3d30f83bb6,BZA2025-00048,2026-02-16,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2026-02-16_bza_minutes.pdf
2026-03-09:6-25:1,bza-6-25-1d092416b3,6-25,2026-03-09,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2026-03-09_bza_minutes.pdf
2026-03-09:BZA2025-00049:1,bza-bza2025-00049-131db941ce,BZA2025-00049,2026-03-09,decided,"BSEED DENIAL REVERSED, USE GRANTED",recorded_disposition,2026-03-09_bza_minutes.pdf
